database,schema,table,physical_name,logical_name,physical_type,nullable,default,primary_key,unique,reference,lgpd,classification_basis,encryption,masking,retention,status,evidence
postgresql,compliance,retention_candidates,resource_type,Resource type,VARCHAR(100),False,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:6
postgresql,compliance,retention_candidates,resource_id,Resource id,UUID,False,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:7
postgresql,compliance,retention_candidates,subject_id,Subject id,UUID,True,,False,False,identity.users.id,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:8
postgresql,compliance,retention_candidates,payload,Payload,JSONB,False,'{}'::jsonb,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:9
postgresql,compliance,retention_candidates,legal_hold,Legal hold,JSONB,False,'[]'::jsonb,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:10
postgresql,compliance,retention_candidates,requested_action,Requested action,VARCHAR(120),True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:11
postgresql,compliance,retention_candidates,legal_review_approved,Legal review approved,BOOLEAN,False,FALSE,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:12
postgresql,compliance,retention_candidates,status,Status,VARCHAR(40),False,'pending',False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:13
postgresql,compliance,retention_candidates,metadata,Metadata,JSONB,False,'{}'::jsonb,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:15
postgresql,compliance,retention_candidates,created_at,Created at,TIMESTAMPTZ,False,NOW(),False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:16
postgresql,compliance,retention_candidates,updated_at,Updated at,TIMESTAMPTZ,False,NOW(),False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:17
postgresql,compliance,retention_candidates,locked_at,Locked at,TIMESTAMPTZ,True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:18
postgresql,compliance,retention_candidates,created_by,Created by,UUID,True,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: created_by,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:19
postgresql,compliance,retention_candidates,updated_by,Updated by,UUID,True,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: updated_by,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:20
postgresql,compliance,retention_decisions,id,Id,UUID,False,gen_random_uuid(),True,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:24
postgresql,compliance,retention_decisions,candidate_id,Candidate id,UUID,False,,False,False,compliance.retention_candidates.id,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:25
postgresql,compliance,retention_decisions,module,Module,VARCHAR(80),False,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:26
postgresql,compliance,retention_decisions,resource_type,Resource type,VARCHAR(100),False,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:27
postgresql,compliance,retention_decisions,resource_id,Resource id,UUID,False,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:28
postgresql,compliance,retention_decisions,job_name,Job name,VARCHAR(120),False,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:29
postgresql,compliance,retention_decisions,action,Action,VARCHAR(160),False,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:30
postgresql,compliance,retention_decisions,decision_status,Decision status,VARCHAR(40),False,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:31
postgresql,compliance,retention_decisions,audit_event,Audit event,VARCHAR(120),False,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:32
postgresql,compliance,retention_decisions,evidence,Evidence,JSONB,False,'{}'::jsonb,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:33
postgresql,compliance,retention_decisions,payload,Payload,JSONB,True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:34
postgresql,compliance,retention_decisions,dry_run,Dry run,BOOLEAN,False,FALSE,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:35
postgresql,compliance,retention_decisions,created_at,Created at,TIMESTAMPTZ,False,NOW(),False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:36
postgresql,compliance,retention_decisions,created_by,Created by,UUID,True,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: created_by,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/016_compliance_retention_jobs.sql:37
postgresql,erp,invoice_items,id,Id,UUID,False,,True,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/017_erp_invoice_items.sql:5
postgresql,erp,invoice_items,fiscal_document_id,Fiscal document id,UUID,False,,False,False,erp.fiscal_documents.id,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/017_erp_invoice_items.sql:6
postgresql,erp,invoice_items,description,Description,TEXT,False,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/017_erp_invoice_items.sql:7
postgresql,erp,invoice_items,quantity,Quantity,"NUMERIC(18, 4)",False,1,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/017_erp_invoice_items.sql:8
postgresql,erp,invoice_items,unit_price_brl,Unit price brl,"NUMERIC(18, 4)",False,,False,False,,financeiro confidencial,política v1 categoria financeiro; padrões: price,obrigatória em trânsito e repouso,restringir por papel e finalidade; não registrar valor sensível desnecessário,"definir por obrigação contábil, fiscal e prevenção a fraude",existente,database/postgres/migrations/017_erp_invoice_items.sql:9
postgresql,erp,invoice_items,total_price_brl,Total price brl,"NUMERIC(18, 4)",False,,False,False,,financeiro confidencial,política v1 categoria financeiro; padrões: price,obrigatória em trânsito e repouso,restringir por papel e finalidade; não registrar valor sensível desnecessário,"definir por obrigação contábil, fiscal e prevenção a fraude",existente,database/postgres/migrations/017_erp_invoice_items.sql:10
postgresql,erp,invoice_items,tax_amount_brl,Tax amount brl,"NUMERIC(18, 4)",False,0,False,False,,financeiro confidencial,"política v1 categoria financeiro; padrões: amount, tax",obrigatória em trânsito e repouso,restringir por papel e finalidade; não registrar valor sensível desnecessário,"definir por obrigação contábil, fiscal e prevenção a fraude",existente,database/postgres/migrations/017_erp_invoice_items.sql:11
postgresql,erp,invoice_items,created_at,Created at,TIMESTAMPTZ,False,NOW(),False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/017_erp_invoice_items.sql:12
postgresql,erp,invoice_items,updated_at,Updated at,TIMESTAMPTZ,False,NOW(),False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/017_erp_invoice_items.sql:13
postgresql,business,catalog_offers,id,Id,UUID,False,gen_random_uuid(),True,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/018_business_catalog_offers.sql:4
postgresql,business,catalog_offers,user_id,User id,UUID,False,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: user_id,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/018_business_catalog_offers.sql:5
postgresql,business,catalog_offers,company_id,Company id,UUID,True,,False,False,business.companies.id,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/018_business_catalog_offers.sql:6
postgresql,business,catalog_offers,source_module,Source module,VARCHAR(60),False,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/018_business_catalog_offers.sql:7
postgresql,business,catalog_offers,source_entity_id,Source entity id,UUID,True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/018_business_catalog_offers.sql:8
postgresql,business,catalog_offers,offer_type,Offer type,VARCHAR(40),False,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/018_business_catalog_offers.sql:9
postgresql,business,catalog_offers,title,Title,VARCHAR(240),False,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/018_business_catalog_offers.sql:10
postgresql,business,catalog_offers,short_description,Short description,TEXT,True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/018_business_catalog_offers.sql:11
postgresql,business,catalog_offers,category_id,Category id,UUID,True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/018_business_catalog_offers.sql:12
postgresql,business,catalog_offers,business_category,Business category,VARCHAR(120),True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/018_business_catalog_offers.sql:13
postgresql,business,catalog_offers,business_type,Business type,VARCHAR(80),True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/018_business_catalog_offers.sql:14
postgresql,business,catalog_offers,activity_branch,Activity branch,VARCHAR(120),True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/018_business_catalog_offers.sql:15
postgresql,business,catalog_offers,price_type,Price type,VARCHAR(40),False,'fixed',False,False,,financeiro confidencial,política v1 categoria financeiro; padrões: price,obrigatória em trânsito e repouso,restringir por papel e finalidade; não registrar valor sensível desnecessário,"definir por obrigação contábil, fiscal e prevenção a fraude",existente,database/postgres/migrations/018_business_catalog_offers.sql:16
postgresql,business,catalog_offers,price_amount,Price amount,"NUMERIC(18, 4)",True,,False,False,,financeiro confidencial,"política v1 categoria financeiro; padrões: amount, price",obrigatória em trânsito e repouso,restringir por papel e finalidade; não registrar valor sensível desnecessário,"definir por obrigação contábil, fiscal e prevenção a fraude",existente,database/postgres/migrations/018_business_catalog_offers.sql:17
postgresql,business,catalog_offers,currency,Currency,VARCHAR(10),False,'BRL',False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/018_business_catalog_offers.sql:18
postgresql,business,catalog_offers,location_type,Location type,VARCHAR(40),False,'online',False,False,,dado pessoal,política v1 categoria contato_localizacao; padrões: location,criptografar quando associado a pessoa identificada ou rastreamento,"mascarar em logs, listagens e exportações não autorizadas",limitar à finalidade operacional e consentimento aplicável,existente,database/postgres/migrations/018_business_catalog_offers.sql:19
postgresql,business,catalog_offers,availability_type,Availability type,VARCHAR(40),False,'immediate',False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/018_business_catalog_offers.sql:20
postgresql,business,catalog_offers,status,Status,VARCHAR(40),False,'draft',False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/018_business_catalog_offers.sql:21
postgresql,business,catalog_offers,metadata,Metadata,JSONB,False,'{}'::jsonb,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/018_business_catalog_offers.sql:22
postgresql,business,catalog_offers,created_at,Created at,TIMESTAMPTZ,False,NOW(),False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/018_business_catalog_offers.sql:23
postgresql,business,catalog_offers,updated_at,Updated at,TIMESTAMPTZ,False,NOW(),False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/018_business_catalog_offers.sql:24
postgresql,business,catalog_offers,deleted_at,Deleted at,TIMESTAMPTZ,True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/018_business_catalog_offers.sql:25
postgresql,business,catalog_offers,published_at,Published at,TIMESTAMPTZ,True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/018_business_catalog_offers.sql:26
postgresql,business,catalog_offers,created_by,Created by,UUID,True,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: created_by,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/018_business_catalog_offers.sql:27
postgresql,business,catalog_offers,updated_by,Updated by,UUID,True,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: updated_by,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/018_business_catalog_offers.sql:28
postgresql,business,catalog_offers,idempotency_key,Idempotency key,VARCHAR(100),True,,False,True,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/018_business_catalog_offers.sql:29
postgresql,marketplace,reviews,id,Id,UUID,False,gen_random_uuid(),True,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/021_valley_reviews.sql:24
postgresql,marketplace,reviews,user_id,User id,UUID,False,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: user_id,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/021_valley_reviews.sql:25
postgresql,marketplace,reviews,order_id,Order id,UUID,False,,False,False,marketplace.orders.id,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/021_valley_reviews.sql:26
postgresql,marketplace,reviews,store_id,Store id,UUID,True,,False,False,marketplace.stores.id,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/021_valley_reviews.sql:27
postgresql,marketplace,reviews,offer_id,Offer id,TEXT,True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/021_valley_reviews.sql:28
postgresql,marketplace,reviews,rating,Rating,SMALLINT,False,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/021_valley_reviews.sql:29
postgresql,marketplace,reviews,comment,Comment,TEXT,True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/021_valley_reviews.sql:30
postgresql,marketplace,reviews,moderation_status,Moderation status,VARCHAR(40),False,'published',False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/021_valley_reviews.sql:31
postgresql,marketplace,reviews,status,Status,VARCHAR(40),False,'published',False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/021_valley_reviews.sql:32
postgresql,marketplace,reviews,metadata,Metadata,JSONB,False,'{}'::jsonb,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/021_valley_reviews.sql:33
postgresql,marketplace,reviews,created_at,Created at,TIMESTAMPTZ,False,NOW(),False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/021_valley_reviews.sql:34
postgresql,marketplace,reviews,updated_at,Updated at,TIMESTAMPTZ,False,NOW(),False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/021_valley_reviews.sql:35
postgresql,marketplace,reviews,created_by,Created by,UUID,True,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: created_by,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/021_valley_reviews.sql:36
postgresql,marketplace,reviews,updated_by,Updated by,UUID,True,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: updated_by,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/021_valley_reviews.sql:37
postgresql,marketplace,reviews,idempotency_key,Idempotency key,TEXT,True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/021_valley_reviews.sql:38
postgresql,marketplace,disputes,id,Id,UUID,False,gen_random_uuid(),True,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/022_marketplace_disputes_support.sql:24
postgresql,marketplace,disputes,user_id,User id,UUID,False,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: user_id,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/022_marketplace_disputes_support.sql:25
postgresql,marketplace,disputes,order_id,Order id,UUID,False,,False,False,marketplace.orders.id,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/022_marketplace_disputes_support.sql:26
postgresql,marketplace,disputes,store_id,Store id,UUID,True,,False,False,marketplace.stores.id,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/022_marketplace_disputes_support.sql:27
postgresql,marketplace,disputes,company_id,Company id,UUID,True,,False,False,business.companies.id,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/022_marketplace_disputes_support.sql:28
postgresql,marketplace,disputes,offer_id,Offer id,TEXT,True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/022_marketplace_disputes_support.sql:29
postgresql,marketplace,disputes,case_type,Case type,VARCHAR(40),False,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/022_marketplace_disputes_support.sql:30
postgresql,marketplace,disputes,subject,Subject,VARCHAR(200),True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/022_marketplace_disputes_support.sql:31
postgresql,marketplace,disputes,message,Message,TEXT,False,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/022_marketplace_disputes_support.sql:32
postgresql,marketplace,disputes,desired_resolution,Desired resolution,TEXT,True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/022_marketplace_disputes_support.sql:33
postgresql,marketplace,disputes,status,Status,VARCHAR(40),False,'open',False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/022_marketplace_disputes_support.sql:34
postgresql,marketplace,disputes,metadata,Metadata,JSONB,False,'{}'::jsonb,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/022_marketplace_disputes_support.sql:35
postgresql,marketplace,disputes,created_at,Created at,TIMESTAMPTZ,False,NOW(),False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/022_marketplace_disputes_support.sql:36
postgresql,marketplace,disputes,updated_at,Updated at,TIMESTAMPTZ,False,NOW(),False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/022_marketplace_disputes_support.sql:37
postgresql,marketplace,disputes,created_by,Created by,UUID,True,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: created_by,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/022_marketplace_disputes_support.sql:38
